"User_ID","Age","Gender","Occupation","Device_Type","Daily_Phone_Hours","Social_Media_Hours","Work_Productivity_Score","Sleep_Hours","Stress_Level","App_Usage_Count","Caffeine_Intake_Cups","Weekend_Screen_Time_Hours"
"U42724",18,"Female","Business Owner","Android",10.1,6.3,3,7.3,3,17,1,10.1
"U42725",49,"Male","Freelancer","iOS",7.1,1.4,5,8.1,2,24,0,12
"U42726",23,"Other","Freelancer","Android",10.8,2,10,5,5,13,2,13.3
"U42727",46,"Male","Freelancer","Android",8.4,6.3,3,7.7,1,37,4,9.9
"U42728",33,"Other","Student","iOS",9.4,2.3,4,5.4,3,34,1,3.9
"U42729",60,"Female","Business Owner","Android",4.7,1.8,2,4.1,8,29,0,7.7
"U42730",36,"Male","Professional","Android",10.5,5.7,4,6.6,9,37,2,10.9
"U42731",32,"Other","Freelancer","Android",11.4,3.6,4,5.7,5,33,1,13.2
"U42732",35,"Other","Business Owner","Android",5.1,4.8,9,5.2,3,22,3,5.7
"U42733",42,"Female","Business Owner","iOS",6.8,5.9,8,9,7,60,5,13.4
"U42734",42,"Female","Professional","iOS",10.9,1.6,2,7.6,10,21,6,7.9
"U42735",21,"Male","Professional","Android",10.2,5,5,6.5,2,29,1,10
"U42736",57,"Other","Professional","Android",4.5,3.9,4,4.8,9,13,4,6.3
"U42737",39,"Male","Business Owner","Android",1.3,1.5,8,4.1,7,29,0,3
"U42738",34,"Male","Professional","iOS",7.5,4.7,9,5.4,10,22,4,9.7
"U42739",48,"Male","Professional","iOS",3.5,6.3,7,6.8,3,58,2,3.9
"U42740",21,"Male","Professional","iOS",2.5,3.8,9,7.7,1,56,2,3
"U42741",60,"Female","Freelancer","Android",10.4,6.3,1,8.8,8,56,1,4.6
"U42742",21,"Other","Freelancer","Android",10.6,3.5,9,5.1,4,43,2,11.1
"U42743",44,"Male","Professional","Android",7.1,0.5,5,6,1,53,5,4.8
"U42744",21,"Female","Freelancer","iOS",2.7,2,4,5.1,4,26,3,4.4
"U42745",33,"Other","Freelancer","Android",3.6,3,5,8.2,10,20,1,9.4
"U42746",54,"Female","Professional","Android",1.1,6.1,10,4.4,1,56,3,6.9
"U42747",51,"Other","Professional","Android",3.4,5.5,6,6.5,3,33,2,10.8
"U42748",22,"Female","Freelancer","iOS",11,5.4,4,5.3,2,21,5,9.2
"U42749",21,"Other","Freelancer","Android",8.9,3.1,4,4.5,10,36,3,11.9
"U42750",46,"Other","Professional","iOS",10.6,5.3,8,4.1,7,49,4,13.2
"U42751",54,"Male","Professional","Android",9.1,3.8,8,8.6,10,35,1,3.4
"U42752",40,"Other","Freelancer","iOS",5.6,0.6,4,6.4,6,59,5,14
"U42753",24,"Other","Business Owner","Android",8.9,4.7,2,8.3,7,17,0,10.7
"U42754",43,"Male","Freelancer","Android",11.4,5.8,8,8.6,9,25,0,3.9
"U42755",30,"Female","Business Owner","iOS",8.3,4.7,3,7.6,5,19,1,10.7
"U42756",39,"Male","Professional","Android",10,4.5,6,7,4,34,4,7.6
"U42757",26,"Female","Freelancer","iOS",8.1,3.6,3,7.2,5,10,2,2.1
"U42758",22,"Male","Freelancer","iOS",1.7,3.7,8,7.9,4,12,4,12
"U42759",34,"Other","Professional","Android",9.2,0.5,3,7.6,2,7,1,13.8
"U42760",58,"Female","Freelancer","iOS",7.1,2.5,9,5.7,10,59,5,5.6
"U42761",23,"Male","Student","iOS",7.9,5.9,6,8.6,8,52,6,13.1
"U42762",29,"Other","Student","Android",3.1,2,2,7.6,3,8,4,12.1
"U42763",18,"Other","Student","iOS",1.4,4.2,9,6.6,2,49,6,7.8
"U42764",28,"Male","Business Owner","iOS",7.6,3.5,4,8.8,7,56,6,10
"U42765",28,"Female","Professional","iOS",3.8,2.8,1,8.7,2,44,0,10.8
"U42766",36,"Female","Freelancer","Android",6.7,2.1,4,5.7,10,40,5,8.8
"U42767",58,"Male","Student","Android",2.6,1.4,4,4.8,1,39,0,13.6
"U42768",24,"Female","Freelancer","iOS",4.9,5.1,5,8.3,6,60,1,6
"U42769",49,"Other","Student","Android",7.9,2.3,6,5.1,3,33,1,10.1
"U42770",39,"Other","Professional","Android",11.8,6,9,6.7,10,47,4,7
"U42771",43,"Female","Freelancer","Android",2.6,7.2,3,4.1,7,30,0,6.3
"U42772",22,"Male","Student","iOS",2.2,2.8,8,6.1,8,12,1,12.8
"U42773",42,"Female","Student","iOS",11.2,2.8,5,8.6,10,58,1,11.5
"U42774",50,"Male","Business Owner","Android",6.9,5.4,4,6.5,6,39,6,11.6
"U42775",20,"Female","Student","Android",11.3,5.4,6,8.1,6,6,1,6
"U42776",56,"Male","Business Owner","Android",8.4,1,9,4.7,6,54,1,6.9
"U42777",39,"Other","Professional","Android",1.1,1.1,3,7.8,4,37,1,7.3
"U42778",45,"Male","Business Owner","Android",6.6,3,2,6.3,7,19,6,10.1
"U42779",34,"Other","Freelancer","iOS",8.3,4.5,1,4.2,3,16,4,6.3
"U42780",60,"Female","Professional","Android",8.3,3.9,3,6.3,6,59,2,12.3
"U42781",23,"Other","Freelancer","iOS",3.7,7.4,7,7.1,6,11,4,11.6
"U42782",51,"Other","Freelancer","Android",9.9,3.7,1,4.2,6,11,5,12
"U42783",39,"Other","Student","Android",4.6,4.2,1,8.2,1,42,0,9.1
"U42784",35,"Male","Student","iOS",5.5,2.8,4,5,7,18,0,7.7
"U42785",25,"Female","Business Owner","Android",2.2,0.6,10,6.6,6,21,2,10.3
"U42786",30,"Male","Business Owner","iOS",7.6,2.9,9,8.6,8,37,1,9.9
"U42787",31,"Male","Student","Android",9,5.1,9,6.1,3,56,6,13
"U42788",30,"Other","Professional","iOS",10.6,7.7,9,5.3,5,47,6,9.7
"U42789",45,"Other","Student","iOS",5.9,7.8,3,7.9,9,43,0,4.2
"U42790",43,"Other","Freelancer","Android",10.9,5.5,3,6.6,3,18,1,5.6
"U42791",41,"Other","Professional","Android",6.2,5.4,4,8.1,3,48,6,13.5
"U42792",18,"Male","Freelancer","Android",7.7,5.2,3,7.8,7,33,6,11.4
"U42793",26,"Other","Professional","Android",7.9,2.3,2,8.1,9,54,2,8.1
"U42794",51,"Female","Student","iOS",6.9,3.6,8,6.3,6,47,6,11.8
"U42795",39,"Female","Freelancer","Android",4.3,7.9,9,6.7,10,23,2,2.7
"U42796",56,"Other","Student","iOS",4.1,4.5,2,4.5,5,43,6,10.9
"U42797",22,"Male","Business Owner","Android",11.1,7.3,5,6.2,1,49,4,8.8
"U42798",39,"Female","Professional","Android",8.4,1.7,6,5.4,4,55,0,4.1
"U42799",45,"Other","Freelancer","Android",11,4.4,5,7.3,10,27,5,3.3
"U42800",38,"Other","Freelancer","iOS",5.6,5.8,1,4,3,10,0,7.7
"U42801",53,"Other","Business Owner","Android",4.6,1.2,4,8.5,4,14,6,8.9
"U42802",25,"Male","Professional","iOS",4.2,3.3,2,5.1,10,50,6,13.8
"U42803",46,"Other","Business Owner","iOS",11,1.2,3,7.4,4,14,1,6.3
"U42804",59,"Male","Professional","Android",4,0.8,3,7,6,35,4,2.6
"U42805",57,"Male","Business Owner","iOS",11.4,5,4,6.2,7,10,6,10.6
"U42806",24,"Male","Business Owner","iOS",4.4,5.1,4,8.9,8,9,2,4.7
"U42807",60,"Other","Freelancer","iOS",3.4,6.5,1,7.4,5,30,0,2.6
"U42808",41,"Male","Freelancer","iOS",1.2,2.3,3,6.9,1,18,6,4.2
"U42809",48,"Female","Professional","Android",8.9,6.4,3,5.1,3,56,1,4.4
"U42810",53,"Female","Freelancer","iOS",4.5,5.7,9,6.8,10,29,0,3.4
"U42811",28,"Other","Student","Android",3.3,6.9,9,6.8,10,47,2,7.6
"U42812",54,"Male","Student","iOS",5.9,4.4,2,6.2,1,49,1,2.9
"U42813",21,"Female","Professional","iOS",6,2.5,1,7.2,4,30,5,11.9
"U42814",39,"Other","Business Owner","iOS",9,3.8,10,7.5,2,23,1,5.6
"U42815",29,"Female","Student","Android",7.8,2.9,7,6.6,1,11,2,4.4
"U42816",37,"Other","Student","Android",6.7,2.4,6,6.8,9,49,6,3.2
"U42817",55,"Female","Student","iOS",7.6,3.3,6,6.2,5,40,6,5.6
"U42818",29,"Other","Student","iOS",4.2,1,10,8,10,38,0,7.9
"U42819",28,"Male","Business Owner","Android",4.8,3.4,6,8.7,6,21,0,4.2
"U42820",23,"Male","Student","iOS",11,7.2,2,5.6,2,49,5,5.2
"U42821",55,"Other","Business Owner","Android",7,0.5,2,4.1,9,44,4,4.3
"U42822",25,"Other","Business Owner","Android",11.8,6.4,9,5.8,10,43,2,4.2
"U42823",59,"Female","Professional","iOS",6.2,3.6,6,7.1,2,14,0,11.9
"U42824",24,"Male","Professional","iOS",8.7,2.5,6,8.5,10,26,5,11.3
"U42825",59,"Male","Student","Android",10.2,4.1,7,6.1,6,25,0,11.4
"U42826",36,"Male","Professional","Android",2.5,5.8,1,4.6,1,5,5,4.7
"U42827",28,"Male","Business Owner","Android",3,7.4,6,6.6,5,46,3,6.8
"U42828",54,"Male","Professional","Android",10.6,3.9,10,6.6,3,59,3,7.9
"U42829",55,"Male","Student","iOS",7.7,2.9,2,8.9,2,10,1,12
"U42830",56,"Other","Business Owner","Android",4.6,1.9,3,6.8,1,16,4,8.6
"U42831",35,"Male","Student","Android",9.4,7.9,6,4.7,7,43,5,6.1
"U42832",50,"Female","Professional","Android",1.7,6.7,9,6.6,6,6,3,8.1
"U42833",25,"Male","Business Owner","Android",7.3,2.9,5,7.8,7,42,6,11.8
"U42834",36,"Male","Freelancer","iOS",2.1,7.8,8,4.6,10,33,5,11.9
"U42835",25,"Male","Professional","iOS",1.4,5,7,5.9,6,60,3,10
"U42836",36,"Female","Business Owner","Android",10.4,4.5,10,6.3,4,54,0,2.1
"U42837",18,"Male","Business Owner","iOS",11.1,1.6,6,7.9,1,15,4,11.1
"U42838",23,"Male","Freelancer","Android",7.6,2.8,6,8.6,2,57,4,13
"U42839",31,"Female","Business Owner","Android",5.3,7.6,1,5.1,10,54,6,9.8
"U42840",50,"Female","Professional","iOS",5.6,4.2,9,5.1,6,38,2,11.4
"U42841",41,"Other","Professional","iOS",3.4,2.8,4,5.2,2,49,6,10.2
"U42842",43,"Other","Student","Android",3.4,7,8,7.9,8,44,1,5
"U42843",54,"Other","Professional","iOS",10.5,3,8,7.7,2,47,6,5.6
"U42844",55,"Male","Student","Android",9.3,2.3,4,4,1,48,0,10.4
"U42845",30,"Other","Freelancer","iOS",4.2,7.6,7,6.2,9,30,6,13.5
"U42846",55,"Other","Freelancer","iOS",4.3,2.2,3,5,1,15,5,7.4
"U42847",25,"Male","Business Owner","iOS",9.4,5.7,4,7.8,2,60,4,4.6
"U42848",36,"Other","Freelancer","iOS",4,7.1,5,6.4,4,29,3,13.7
"U42849",28,"Other","Business Owner","Android",4.9,3.9,8,6.6,4,11,3,6.9
"U42850",44,"Male","Business Owner","iOS",5.8,6.5,3,8.2,5,31,0,7
"U42851",38,"Other","Student","Android",2.7,3.4,6,6.2,1,22,6,5.7
"U42852",27,"Female","Freelancer","iOS",7,0.9,1,8.8,10,60,0,4.5
"U42853",18,"Male","Freelancer","iOS",4.3,4.1,2,7.9,7,29,6,3.5
"U42854",25,"Male","Business Owner","iOS",11,4.9,9,7.5,10,35,2,12.2
"U42855",28,"Female","Business Owner","Android",6.7,5.1,5,5,6,50,1,12.6
"U42856",19,"Male","Professional","Android",10.4,5.4,10,5.2,4,10,0,8.5
"U42857",24,"Other","Professional","iOS",3.6,2.4,6,5.6,4,21,3,3.9
"U42858",46,"Other","Professional","iOS",2.6,4,9,7,7,16,1,9.4
"U42859",37,"Female","Freelancer","Android",2.2,5.2,8,7.3,2,45,2,12.9
"U42860",20,"Other","Business Owner","iOS",2.3,6,2,8.3,7,44,4,9.4
"U42861",27,"Female","Freelancer","Android",11.7,3.1,6,6.9,4,8,1,3.2
"U42862",21,"Male","Professional","Android",3.9,3.8,4,7.1,5,44,3,2.6
"U42863",57,"Female","Freelancer","iOS",4.5,6.3,10,8.3,3,24,6,10.7
"U42864",50,"Female","Student","iOS",2.7,4.4,10,7.2,4,20,4,9.7
"U42865",59,"Female","Student","iOS",1.1,5.1,10,7,10,10,2,4.1
"U42866",37,"Other","Student","iOS",2.1,1.2,4,5.7,5,6,0,5.9
"U42867",37,"Male","Student","Android",11.8,3,7,6.4,10,11,4,10
"U42868",45,"Male","Freelancer","iOS",7.8,3.9,6,6.1,7,36,3,13.9
"U42869",57,"Male","Student","iOS",7.9,0.5,2,4.3,4,17,5,4.2
"U42870",50,"Female","Student","iOS",8,4.2,4,5.8,10,37,3,7.5
"U42871",50,"Female","Professional","iOS",5.6,3.5,3,6.9,10,9,2,9.6
"U42872",51,"Male","Professional","iOS",2.3,1.8,1,6.1,6,59,3,5.9
"U42873",43,"Female","Business Owner","Android",8.5,5.6,10,4.8,1,28,1,12.6
"U42874",43,"Male","Business Owner","Android",6.7,6,5,4.6,5,8,0,10.1
"U42875",41,"Other","Student","iOS",11.5,5.1,2,4.9,3,35,1,12.5
"U42876",57,"Other","Freelancer","Android",5,5.8,4,7,9,42,0,3.1
"U42877",37,"Other","Freelancer","iOS",5.2,5.5,3,8.2,10,51,2,4.6
"U42878",52,"Other","Student","Android",8.9,3.6,9,8.9,10,26,1,9.4
"U42879",22,"Female","Student","Android",11.7,8,8,4.6,4,44,6,2.3
"U42880",52,"Female","Business Owner","Android",2.9,5.8,6,8.5,6,27,6,10.6
"U42881",27,"Male","Business Owner","iOS",5.6,5.9,9,6.8,1,49,2,2
"U42882",47,"Other","Student","iOS",7.8,2.3,8,7,4,50,5,6.2
"U42883",29,"Male","Student","Android",5.6,3.7,4,5.6,5,43,2,5.4
"U42884",56,"Female","Professional","iOS",4.9,5.3,3,4.6,6,52,4,7.7
"U42885",25,"Female","Student","Android",4.9,3.2,9,8.4,8,36,6,10.1
"U42886",33,"Male","Professional","Android",10.4,5.8,3,5.8,4,17,3,6
"U42887",60,"Other","Freelancer","iOS",2.8,7.8,3,5.7,10,40,6,8.6
"U42888",42,"Female","Business Owner","Android",10.1,3.4,1,8.5,7,27,0,6.2
"U42889",47,"Female","Business Owner","iOS",8.1,6.7,2,8.6,9,31,1,3.7
"U42890",60,"Male","Freelancer","Android",10.7,4.8,8,7.5,2,46,5,10.1
"U42891",38,"Male","Professional","Android",7.9,2.2,1,5.5,10,20,3,6
"U42892",56,"Other","Professional","iOS",3.1,6.6,6,8,9,36,6,7.9
"U42893",24,"Other","Business Owner","iOS",10.6,4.2,10,6,4,55,0,4
"U42894",44,"Other","Freelancer","iOS",3.2,2.3,7,5.1,9,42,5,4.5
"U42895",37,"Male","Professional","iOS",5.9,1.7,10,5.2,9,40,0,3.5
"U42896",35,"Male","Business Owner","iOS",7.9,2.2,2,5.4,1,59,0,6.7
"U42897",58,"Male","Business Owner","iOS",3.6,4,2,6.5,8,23,6,11.4
"U42898",54,"Other","Student","iOS",5.7,1.8,3,7.2,10,42,5,3.7
"U42899",25,"Male","Professional","Android",11,6.5,6,4.6,7,37,5,6.6
"U42900",38,"Male","Professional","iOS",3,5.9,10,6.4,3,15,5,8.1
"U42901",30,"Male","Freelancer","iOS",10.1,3.2,6,5.7,5,27,3,5.2
"U42902",27,"Male","Student","Android",4.7,0.9,1,7.5,9,8,2,8.8
"U42903",25,"Other","Freelancer","Android",8.1,5.7,2,6.7,1,17,5,3
"U42904",53,"Female","Professional","Android",1.1,4.1,1,6.1,4,7,1,7.8
"U42905",59,"Male","Professional","iOS",3,5.7,7,6.7,7,33,1,12.8
"U42906",19,"Other","Student","Android",11.5,1.1,1,8.9,1,45,5,2.9
"U42907",24,"Other","Freelancer","iOS",1,1,10,6.7,1,53,1,11.6
"U42908",24,"Other","Professional","Android",5.8,4.3,7,5.4,9,59,1,4
"U42909",30,"Female","Freelancer","iOS",10,6.2,2,5,6,44,4,13.8
"U42910",21,"Male","Freelancer","iOS",10.4,5.7,2,8.7,10,51,5,2.4
"U42911",51,"Other","Freelancer","iOS",6.4,2.4,2,4.9,6,23,5,9.8
"U42912",38,"Other","Freelancer","iOS",3,6.4,4,7.9,2,52,2,11.5
"U42913",26,"Male","Business Owner","iOS",5.8,4.9,9,5.5,8,38,6,4.7
"U42914",31,"Male","Business Owner","iOS",5.2,7.3,7,6.8,1,35,5,5.2
"U42915",24,"Female","Freelancer","Android",6.2,6.6,1,4.5,10,22,4,3.1
"U42916",40,"Male","Student","Android",5.2,6.8,3,4,6,28,0,4.3
"U42917",43,"Female","Professional","iOS",9.3,2,7,6.9,5,50,1,5.1
"U42918",52,"Other","Student","Android",4.1,1.4,9,8.7,9,49,0,4.9
"U42919",28,"Male","Student","Android",7.1,3.2,6,7.2,1,28,0,13.9
"U42920",33,"Other","Business Owner","iOS",11,8,2,4.4,1,17,4,10.7
"U42921",36,"Male","Professional","Android",4.7,6.2,4,6.8,8,41,2,11.1
"U42922",29,"Female","Professional","iOS",11.6,7.4,8,5.2,1,19,1,12.7
"U42923",52,"Male","Professional","iOS",5.3,0.6,7,7.8,3,44,1,2.5
"U42924",34,"Male","Freelancer","iOS",9.9,7.7,10,7,6,48,0,10.4
"U42925",18,"Male","Business Owner","Android",7.2,4.8,2,5.3,8,27,1,10.7
"U42926",26,"Other","Professional","iOS",6.7,0.7,4,7.6,2,58,1,13.7
"U42927",27,"Male","Freelancer","iOS",7.4,7.1,10,4,1,58,1,7.1
"U42928",34,"Male","Freelancer","iOS",1.4,1.5,6,4.2,2,45,3,12.3
"U42929",43,"Other","Student","Android",8.8,6.7,4,5.4,6,21,6,7.7
"U42930",29,"Male","Professional","Android",10.3,0.5,4,8.4,1,14,5,6.5
"U42931",43,"Other","Business Owner","iOS",4.1,2.8,10,8.2,4,30,5,5.4
"U42932",48,"Other","Student","iOS",11.3,7.6,6,8.8,1,58,3,7.5
"U42933",23,"Female","Business Owner","iOS",11,2.2,9,7.2,10,57,1,10.6
"U42934",58,"Female","Freelancer","iOS",7.4,3,3,5.8,10,38,6,8.2
"U42935",33,"Other","Student","Android",6.3,4.8,5,6.7,1,8,2,3.9
"U42936",28,"Female","Student","iOS",1.8,6.2,8,7.9,9,21,3,3.1
"U42937",18,"Other","Business Owner","Android",5.9,6.7,3,8.7,6,11,0,11.2
"U42938",26,"Other","Freelancer","iOS",6.6,2.2,8,6.3,4,18,4,4.5
"U42939",38,"Other","Freelancer","Android",9.8,3.2,2,8,2,20,1,7.4
"U42940",33,"Female","Student","iOS",8.8,3.7,9,5.2,6,38,2,8.4
"U42941",34,"Female","Student","Android",9.6,1.1,9,6.5,1,42,6,8.3
"U42942",28,"Male","Freelancer","Android",5.6,2.8,7,7.8,10,34,0,10.6
"U42943",33,"Other","Student","Android",11.2,2.8,4,8.4,9,11,1,5.4
"U42944",52,"Other","Student","iOS",5.8,4.2,6,7.3,2,46,0,7.6
"U42945",45,"Female","Student","Android",1.9,1.5,6,5,10,46,0,3.9
"U42946",46,"Male","Freelancer","Android",7,1.7,2,7.7,3,6,2,10.8
"U42947",20,"Male","Professional","iOS",6.3,4.1,3,7.8,7,31,5,10.5
"U42948",46,"Other","Freelancer","Android",3.4,2.8,5,6.5,10,8,1,8.1
"U42949",48,"Other","Business Owner","Android",5.2,5.3,9,4.7,6,19,0,9.5
"U42950",42,"Female","Student","iOS",11,5.4,10,8.8,10,7,6,8.4
"U42951",19,"Other","Freelancer","iOS",11.5,5,3,5,6,15,5,13.5
"U42952",37,"Other","Freelancer","iOS",5.5,5.8,7,4.9,9,20,6,6.4
"U42953",26,"Female","Professional","Android",8.6,5.3,7,7.9,8,24,1,8.4
"U42954",57,"Male","Student","iOS",4.9,6.9,3,7.8,5,41,6,5.4
"U42955",30,"Female","Business Owner","Android",11,7.5,2,4.5,3,60,1,4.5
"U42956",59,"Male","Student","iOS",10.9,4.9,6,8.6,10,20,3,3.9
"U42957",58,"Female","Freelancer","Android",2.1,7,5,4.6,8,32,3,10.2
"U42958",60,"Female","Student","Android",6.9,7.6,3,6.5,3,19,3,11.1
"U42959",60,"Other","Freelancer","iOS",10.8,7.8,10,6.3,7,57,1,4.8
"U42960",55,"Male","Freelancer","iOS",4,5.7,3,5.8,6,37,6,3.1
"U42961",52,"Male","Student","iOS",4.9,7.1,7,4.4,1,32,0,13.8
"U42962",49,"Male","Business Owner","iOS",4.1,6.1,5,5,7,47,4,7.4
"U42963",58,"Male","Student","Android",6.8,5,1,4.8,4,7,4,11.7
"U42964",45,"Other","Freelancer","iOS",9.9,2.6,8,7.1,9,32,3,4.7
"U42965",43,"Male","Professional","Android",1.4,5.3,1,6.3,2,13,4,10.6
"U42966",48,"Female","Student","Android",8.6,6.6,5,5.2,3,5,3,13.7
"U42967",37,"Other","Student","iOS",8.7,3.9,2,9,4,9,0,6.3
"U42968",21,"Other","Student","iOS",8,7.1,7,7.9,7,8,4,9.7
"U42969",52,"Male","Professional","iOS",1.4,3.8,1,5.3,7,38,6,12.2
"U42970",49,"Other","Student","iOS",1.3,7.3,10,4.4,3,45,0,7.3
"U42971",49,"Male","Student","Android",3.9,6.1,4,5.3,1,47,4,12.1
"U42972",26,"Male","Freelancer","Android",7.9,5,2,6.1,5,35,5,2.1
"U42973",22,"Male","Freelancer","Android",9.8,6.7,7,6.2,8,44,0,5.8
"U42974",20,"Male","Professional","iOS",9.9,3.3,5,4,1,10,3,9.7
"U42975",46,"Female","Professional","iOS",1,3.8,9,8.5,6,41,2,12.1
"U42976",59,"Female","Freelancer","Android",3.9,4.6,8,4.6,4,41,0,10
"U42977",39,"Female","Freelancer","iOS",5,4.1,7,7,10,58,2,4.8
"U42978",29,"Female","Student","Android",6.1,6.6,3,5.1,7,45,6,9.8
"U42979",36,"Male","Freelancer","Android",8.6,6.3,7,5.9,2,53,3,12.9
"U42980",21,"Other","Professional","Android",4.8,4.8,8,8.8,8,45,0,6.3
"U42981",19,"Male","Freelancer","iOS",7.4,6.6,4,4.1,7,23,2,11.9
"U42982",33,"Other","Freelancer","Android",4.5,0.6,8,5.9,2,31,4,8.1
"U42983",31,"Male","Student","Android",6.9,6.3,2,5.7,5,50,4,11.3
"U42984",20,"Female","Freelancer","Android",10.1,7.1,6,5.9,9,8,3,2.5
"U42985",41,"Other","Professional","Android",5.1,1.2,7,8.4,3,12,2,12.1
"U42986",22,"Male","Business Owner","Android",6,7.5,2,8.1,9,45,6,10.8
"U42987",19,"Male","Freelancer","Android",6.5,3.8,5,8.4,7,46,4,13.3
"U42988",56,"Other","Business Owner","Android",10.7,6.5,2,7,3,55,6,9.3
"U42989",49,"Female","Student","iOS",5.5,5.7,7,8.7,5,41,1,10.6
"U42990",27,"Other","Professional","iOS",11.6,7.2,2,7.4,3,29,6,2.4
"U42991",36,"Male","Business Owner","Android",5.7,7.3,9,5.9,5,51,3,13
"U42992",47,"Male","Freelancer","iOS",9.9,0.6,10,4.8,10,28,0,8.2
"U42993",26,"Other","Business Owner","Android",3.2,4,2,8,2,34,1,7.2
"U42994",40,"Male","Business Owner","iOS",2.5,1.5,4,7.9,9,34,4,13.5
"U42995",35,"Other","Business Owner","Android",10.5,0.9,2,4.9,4,7,5,7.1
"U42996",29,"Female","Business Owner","Android",10.1,7.6,7,6.2,8,8,4,13.6
"U42997",45,"Female","Business Owner","iOS",2.6,4.2,1,7.4,7,17,0,13.2
"U42998",40,"Male","Business Owner","Android",2.8,2.4,10,7.8,5,13,6,12.5
"U42999",36,"Other","Student","iOS",2.1,6.1,2,5.3,2,38,4,6.3
"U43000",22,"Male","Student","Android",8.4,5,9,5.1,4,41,6,10.4
"U43001",45,"Male","Freelancer","iOS",4,1.4,1,5.4,1,43,5,11.4
"U43002",60,"Male","Freelancer","Android",5.2,1.4,8,4.2,3,37,1,2.7
"U43003",52,"Other","Business Owner","iOS",11.7,3.6,5,4.8,4,28,0,4.9
"U43004",55,"Male","Professional","iOS",9.7,4,4,4.6,3,23,2,6.4
"U43005",60,"Other","Student","iOS",7.6,5.1,2,6.9,8,44,0,2.3
"U43006",31,"Female","Freelancer","Android",2.4,6.8,2,5.7,8,44,3,11.5
"U43007",55,"Other","Business Owner","Android",11.9,2.2,8,8.6,4,29,4,11.3
"U43008",29,"Other","Student","iOS",5.1,4.3,1,8.2,10,7,4,5.4
"U43009",49,"Other","Freelancer","iOS",6.1,3.7,9,4.6,5,28,2,13.4
"U43010",45,"Male","Business Owner","iOS",9,6.4,1,6.9,4,18,3,7.1
"U43011",32,"Other","Freelancer","Android",3.5,5.2,5,4.9,3,43,4,8.7
"U43012",55,"Female","Business Owner","iOS",6.3,2.5,3,5.9,3,52,1,5.9
"U43013",53,"Female","Freelancer","Android",1.4,6.3,3,4.8,8,50,3,12
"U43014",38,"Female","Student","Android",2,4.3,4,5.3,5,18,5,10.8
"U43015",29,"Other","Business Owner","iOS",6.2,7.2,8,5.4,6,60,0,13.3
"U43016",32,"Male","Student","iOS",10.9,4.4,10,8.9,10,40,1,9.6
"U43017",53,"Male","Business Owner","Android",10.2,2.6,9,8.6,1,46,0,10.4
"U43018",60,"Other","Business Owner","iOS",11,4.7,10,7.8,3,25,3,9
"U43019",24,"Male","Professional","Android",5.5,7.1,8,7.2,5,14,5,5.3
"U43020",53,"Male","Business Owner","Android",11.8,3,8,6.9,3,30,4,6.3
"U43021",28,"Female","Professional","iOS",4.1,6.2,4,5.6,7,47,4,11.2
"U43022",50,"Female","Student","Android",8.6,6.9,6,4.2,3,16,3,3
"U43023",54,"Other","Business Owner","iOS",11.3,7.6,10,4.6,1,9,5,3.4
"U43024",30,"Other","Freelancer","iOS",11,7,9,8.5,2,36,4,9.6
"U43025",42,"Male","Student","iOS",7.9,3.3,1,6.8,2,29,2,3.1
"U43026",59,"Other","Professional","iOS",2.2,7,5,5.3,1,17,6,13.9
"U43027",30,"Male","Professional","iOS",8.9,4.9,1,5.7,9,14,2,5.2
"U43028",60,"Female","Student","Android",7.2,5.9,2,4.7,5,5,0,13.2
"U43029",58,"Female","Freelancer","iOS",5.4,4.3,10,5.5,10,5,1,5.4
"U43030",28,"Other","Professional","iOS",7.7,7.1,6,4.7,9,33,1,3.6
"U43031",47,"Other","Freelancer","iOS",9.1,1,4,4.2,7,35,3,4.5
"U43032",53,"Male","Business Owner","Android",6.6,0.8,8,7.8,9,18,3,7.7
"U43033",59,"Female","Business Owner","iOS",9,5,10,7,4,59,5,6.1
"U43034",45,"Other","Student","iOS",11.3,2,4,5.4,8,28,2,2.5
"U43035",51,"Male","Freelancer","iOS",8.7,5.7,8,7.4,9,28,1,11.7
"U43036",19,"Female","Student","Android",3.4,5.9,2,7.6,4,24,6,12.8
"U43037",48,"Female","Student","iOS",9.8,4.3,8,7.3,1,24,5,8.6
"U43038",20,"Female","Business Owner","Android",9.6,4.6,10,6.6,4,6,4,6.2
"U43039",35,"Male","Student","iOS",2.2,5.6,1,5.2,2,38,4,11
"U43040",29,"Male","Business Owner","iOS",3.1,7.6,6,4.7,1,28,4,2.5
"U43041",59,"Male","Professional","Android",6.6,7.9,4,6.2,4,43,2,10.8
"U43042",32,"Other","Student","Android",1.3,6.9,10,8.2,10,19,3,2.9
"U43043",40,"Female","Student","iOS",4.2,3.2,3,7.4,7,19,4,7
"U43044",47,"Female","Professional","iOS",11.5,5.5,4,6.7,5,51,0,2.1
"U43045",59,"Female","Student","Android",6.8,4.2,4,8.1,1,45,6,13.6
"U43046",32,"Male","Student","iOS",1.1,7.5,3,7.5,7,15,3,10.9
"U43047",23,"Female","Student","Android",5.5,6.5,7,4.8,8,59,3,6.2
"U43048",51,"Female","Freelancer","iOS",8.4,7,7,4.7,4,50,2,9.3
"U43049",57,"Male","Freelancer","Android",10.1,7.2,3,7,7,59,2,11.5
"U43050",56,"Male","Professional","Android",11.1,1,8,8.4,1,14,2,2.3
